======================================================================
3-Round + Parallel Analysis (思考模式版本) - Question #3619
======================================================================

Base Thinking Mode: True
Analyst Thinking Mode: True

Title: List of ghost towns in Kansas
Question: which town has the top remaining population to this date?
Expected Answer: ['Ulysses']

----------------------------------------------------------------------
Table:
|     | Town name                        | County                         | Established                           | Disestablished                                     | Current Status                                                                                                                                                                                                                                                               | Remarks                                                                                                                                                                                                                                                             |
| 268 | Annelly                          | Harvey County                  | nan                                   | nan                                                | The main street and an old schoolhouse remain.                                                                                                                                                                                                                               | nan                                                                                                                                                                                                                                                                 |
| 269 | Elk                              | Chase County                   | nan                                   | Post office closed in 1923                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 270 | Farmer City                      | Wichita County                 | nan                                   | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 271 | Hail Ridge                       | Linn County                    | nan                                   | Post office closed in 1888                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 272 | Millbrook                        | Graham County                  | 1880                                  | 1887                                               | The ruins of a schoolhouse remain in the area.                                                                                                                                                                                                                               | nan                                                                                                                                                                                                                                                                 |
| 273 | Prairie City                     | Douglas County                 | 1857                                  | 1883                                               | A cemetery, ruins of an old church and an abandoned stone house are all that remain of the town.                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 274 | Smoky Hill City                  | Ellis County                   | 1899                                  | 1905                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 275 | Sibley                           | Cloud County                   | nan                                   | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 276 | Thurman                          | Chase County                   | 1874                                  | 1944                                               | Little remains of the townsite.                                                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 277 | Twin Mound                       | Douglas County                 | 1857                                  | early 1900s                                        | A small population remains along with an old cemetery, schoolhouse and the natural mounds the town was named for.                                                                                                                                                            | nan                                                                                                                                                                                                                                                                 |
| 278 | Muncie                           | Wyandotte County               | nan                                   | nan                                                | Muncie is now a part of suburban Kansas City.                                                                                                                                                                                                                                | nan                                                                                                                                                                                                                                                                 |
| 279 | Stringtown/Woodstock             | Jefferson County               | 1865                                  | Post office closed in 1891                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 280 | Zarah                            | Johnson County                 | 1902                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Zarah might have been located near Shawnee Mission Parkway and Woodland Road.                                                                                                                                                                                       |
| 281 | Emerald Community                | Anderson County                | 1857                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 282 | Ohio City                        | Franklin County                | 1857                                  | 1864                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | Was the county seat from 1861 until 1864.                                                                                                                                                                                                                           |
| 283 | Williamsport                     | Shawnee County                 | 1857                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 284 | Camp Whiteside                   | Geary County                   | nan                                   | 1930s                                              | Nothing remains of the site.                                                                                                                                                                                                                                                 | nan                                                                                                                                                                                                                                                                 |
| 285 | Toledo                           | Chase County                   | 1860                                  | nan                                                | A cemetery and some farms are all that remain.                                                                                                                                                                                                                               | nan                                                                                                                                                                                                                                                                 |
| 286 | Wauneta                          | Chautauqua County              | nan                                   | Post office closed in 1931                         | A United Methodist Church is located on K-166 east of Cedarvale.                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 287 | Union Center                     | Elk County                     | 1868                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 288 | Geneva                           | Allen County                   | 1857                                  | Post office closed in 1942.                        | Little remains of the townsite.                                                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 289 | Fact                             | Clay County                    | unknown                               | nan                                                | Little remains of the townsite, a small population remains.                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 290 | Victor                           | Mitchell County                | nan                                   | 1959                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 291 | Shipton                          | Saline County                  | nan                                   | Post office closed in 1895                         | Nothing remains of the townsite.                                                                                                                                                                                                                                             | The entire town was auctioned off in 1909.                                                                                                                                                                                                                          |
| 292 | Black Wolf                       | Ellsworth County               | 1879                                  | nan                                                | A grain elevator and some other buildings remain.                                                                                                                                                                                                                            | Black Wolf is currently on private property.                                                                                                                                                                                                                        |
| 293 | Shaffer                          | Rush County                    | 1892                                  | nan                                                | Little remains of the townsite.                                                                                                                                                                                                                                              | nan                                                                                                                                                                                                                                                                 |
| 294 | Beaver                           | Barton County                  | 1918                                  | nan                                                | A small population remains.                                                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 295 | Wherry                           | Rice County                    | nan                                   | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | The last building marking the site burned down in 1967.                                                                                                                                                                                                             |
| 296 | Saxman                           | Rice County                    | nan                                   | nan                                                | A small population (approx. 30) remains.                                                                                                                                                                                                                                     | nan                                                                                                                                                                                                                                                                 |
| 297 | Roxbury                          | McPherson County               | 1866                                  | nan                                                | A small population (approx. 75) remains.                                                                                                                                                                                                                                     | nan                                                                                                                                                                                                                                                                 |
| 298 | Ashtabula Colony                 | McPherson County               | 1871                                  | nan                                                | Merged with McPherson.                                                                                                                                                                                                                                                       | nan                                                                                                                                                                                                                                                                 |
| 299 | Medora                           | Reno County                    | nan                                   | nan                                                | Little remains of the townsite, a small population remains.                                                                                                                                                                                                                  | nan                                                                                                                                                                                                                                                                 |
| 300 | Bayneville                       | Sedgwick County                | 1884                                  | nan                                                | Some houses and ruins remain in the area.                                                                                                                                                                                                                                    | nan                                                                                                                                                                                                                                                                 |
| 301 | Basil                            | Kingman County                 | 1892                                  | 1930s                                              | All that remains is an abandoned grain elevator.                                                                                                                                                                                                                             | Founded as Gage until 1901.                                                                                                                                                                                                                                         |
| 302 | Elm Mills                        | Barber County                  | 1879                                  | nan                                                | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 303 | Touzalin                         | Meade County                   | 1884                                  | 1885                                               | Nothing remains of the townsite.                                                                                                                                                                                                                                             | nan                                                                                                                                                                                                                                                                 |
| 304 | Centerview                       | Edwards County                 | ~1880                                 | nan                                                | Structures still stand, and two families still live on the townsite.                                                                                                                                                                                                         | nan                                                                                                                                                                                                                                                                 |
| 305 | Acres                            | Clark County                   | nan                                   | early 2000s                                        | Town has been completely vacant for a few years. Six buildings remain standing on the townsite, including an elevator & old school.                                                                                                                                          | nan                                                                                                                                                                                                                                                                 |
| 306 | Croft                            | Pratt County                   | nan                                   | 2000s                                              | Two vacant grain elevators, two vacant houses, an old school, and a few ruins remain in this town.                                                                                                                                                                           | nan                                                                                                                                                                                                                                                                 |
----------------------------------------------------------------------


==================================================
Round 1 (Path 1-3)
==================================================
Correct paths: [1, 2, 3]

--- Path 1 ---
[Reasoning]
<think>
Okay, let me try to figure out which town in Kansas has the highest remaining population according to the table provided.

First, I need to look at the "Current Status" column and find entries that mention populations. The question asks for the town with the top remaining population today. So I should scan through each row and check if there's a numerical estimate given in the Current Status. 

Looking at the rows, some entries have numbers like "2008 estimated population of 227" for White Cloud. Others mention smaller numbers. Let me go through them one by one.

For example:
- Row 0: White Cloud has 227.
- Row 1: Ray mentions houses were demolished, but no specific number.
- Row 2: Iowa Point has a small population near K-7, but no number.
- Row 3: Eagle Springs has ruins, no pop.
- Row 4: Geary City has only foundations, no pop.
- Row 5: Doniphan has little remains, but the status says "Still on maps but little remains." No number here either.
Wait, looking further down, maybe there are others. 

Row 15: Randolph has a 2008 population of 198.
Row 29: Bushong has 50.
Row 31: Newbury has a small population, but no exact number.
Row 39: Mildred has 58.
Row 40: Bassett has 21.
Row 51: Webster has a small community near the dam, but no number.
Row 52: Long Island has 140.
Row 53: Brookville has 263.
Row 61: Freeport has 7.
Row 62: Ash Valley has old roads and structures, no pop.
Row 75: Lexington has nothing except a community building.
Row 86: Ulysses mentions the "old" site vs. the new one with 5,557, but that's the new location. However, the question is about the original town, which might be different. Wait, the current status for Ulysses says "The old Ulysses townsite is currently on private property but the 'new' Ulysses site has an estimated population of 5,557 as of 2008." But the question is asking about the town itself. Since Ulysses is mentioned as having a new site with a large population, but perhaps the original town isn't considered here. Need to check if the question refers to the original town or any associated ones. Maybe Ulysses is counted as the new location, but the original town may have a lower population. Alternatively, maybe the entry for Ulysses includes both? Hmm, not sure. Let me note that.

Continuing:
Row 110: Willard has an estimated population of 86 in 2000.
Row 112: Treece has 138 in 2010, but only 2 people remained by 2012.
Row 115: Strawn has "Old" and "New" locations; the old is under the reservoir, but the new is along US 75. The current status doesn't specify a population number.
Row 125: Treece's 2010 census population was 138, but 2 people remained in 2012. That's probably low.
Other entries like Row 53: Brookville has 263, which seems higher than others. Then Row 15: Randolph has 198. Row 52: Long Island has 140. Row 53: Brookville is 263. Are there any higher numbers?

Looking again, Row 53: Brookville - 2008 estimated population of 263. Is there another town with a higher number? What about Row 15: Randolph with 198? Or Row 0: White Cloud with 227?

Wait, Row 0 says "2008 estimated population of 227". Row 53 says 263. Also, Row 52: Long Island has 140. Row 52: 140. 

So comparing these numbers: 263 (Brookville), 227 (White Cloud), 198 (Randolph). What about Row 40: Bassett has 21. Row 39: Mildred has 58. Row 29: Bushong has 50. 

Is there a higher number than 263? Let me check all entries again. 

Check Row 53: Brookville,

[Extracted Answer]: N/A

[Analyst Judgment]: [OK] Correct
[Analyst Feedback]
Sorry, I don't know the answer to that question.


--- Path 2 ---
[Reasoning]
<think>
Okay, let me try to figure out which town in Kansas has the highest remaining population based on the provided table. 

First, I need to look through the "Current Status" column to find entries that mention populations. The user is asking for the town with the top remaining population today. So I should scan each row's "Current Status" field for any numbers indicating population estimates.

Looking at the rows, some entries have "2008 estimated population" followed by a number. For example, White Cloud has 227, Ray has a note about demolition but mentions a population near K-7, but no specific number. Then there's Doniphan with a note that it's still on maps but little remains. 

Wait, looking more carefully, entry 0 (White Cloud) says "2008 estimated population of 227". Entry 1 (Ray) mentions most houses were demolished, but the old Co-op remains. No population number there. Entry 15 (Irving) has a population of 198. Entry 29 (Bushong) has 50. Entry 39 (Mildred) has 58. Entry 40 (Bassett) has 21. Entry 52 (Long Island) has 140. Entry 53 (Brookville) has 263. Entry 54 (Sveadal) is in McPherson but the status says the townsite is within Lindsborg; maybe no pop? Wait, entry 53: Brookville has a 2008 estimate of 263. That seems higher than others. Let me check again.

Entry 53: Brookville, Saline County, current status says "2008 estimated population of 263." Another entry is entry 5 (Doniphan), but it says "still on maps but little remains"—no population number. Entry 15 (Irving): 198. Entry 53's 263 is higher. Are there any others? Let me check further. Entry 102 (Bigelow) has a population mentioned? No, it says "Antioch Cemetery" remains. Entry 125 (Treece) has a population of 138 in 2010, but that's lower than 263. Entry 10 (Kennekuk) has no population. 

Another possible candidate is entry 53, Brookville, with 263. Is there another town with a higher number? Let me check entry 52: Long Island has 140. Entry 15: Irving has 198. Entry 39: Mildred has 58. Entry 40: Bassett has 21. Entry 53's 263 seems the highest. Also, entry 125 (Treece) has 138 in 2010, but that's less than 263. What about entry 202 (Sunflower Village/Clearview City)? Their status says "old residences... remain in and around Clearview City," but no population number. 

So the highest population mentioned is Brookville with 263. Wait, wait—there's also entry 26 (Sumner City)—current status says "Was mainly a paper town..." but no population. Entry 10 (Kennekuk) has no population noted. So yes, Brookville appears to have the highest estimated population in 2008.
</think>

Step 1: Identify columns relevant to population data. The "Current Status" column contains population estimates for some towns.  
Step 2: Scan through the "Current Status" entries to locate population figures. Key entries include "2008 estimated population of X" for specific towns.  
Step 3: Compare the numerical values. The highest population estimate found is 263 for Brookville in Saline County.  
Step 4: Verify no other town has a higher recorded population in the table. Other entries like Irving (198), Bushong (50), and Long Island (140) have smaller populations.  

Therefore, the final answer is: Brookville

[Extracted Answer]: Brookville

[Analyst Judgment]: [OK] Correct
[Analyst Feedback]
Sorry, I don't know the answer to that question.


--- Path 3 ---
[Reasoning]
<think>
Okay, let me try to figure out which town in Kansas has the highest remaining population based on the provided table. 

First, I need to look through the "Current Status" column for entries that mention populations. The user asked for the top remaining population as of today, so I should focus on rows where the current status includes numerical data.

Looking at the table, some entries have numbers like "2008 estimated population of X". Since the latest year mentioned here is 2008, I'll assume these are the most recent estimates available. 

Let me scan through the "Current Status" column again. For example, entry 0 (White Cloud) mentions a 2008 estimate of 227. Entry 1 (Ray) says most houses were demolished, but the old Co-op remains. No specific population number there. Entry 4 (Geary City) only has foundations. Entry 5 (Doniphan) still on maps but little remains—no number. 

Continuing down, entry 15 (Irving) has a population of 198. Entry 29 (Bushong) has 50. Entry 31 (Newbury) has a small population and a big church, but no number. Entry 42 (Neosho Falls) has 159. Entry 51 (Webster) has a small community near the dam. Entry 53 (Brookville) has 263. That seems higher. Then entry 54 (Sveadal) is merged into Lindsborg, maybe not counted separately. 

Entry 61 (Freeport) is noted as the smallest incorporated town with a population of 7. Entry 86 (Ulysses) mentions the old townsite is on private property, but the new Ulysses has 5,557. However, since the question refers to the original town, perhaps the new location isn't considered here. 

Wait, looking closer, entry 53 (Brookville) states "2008 estimated population of 263." Another entry, entry 15 (Irving), has 198. Entry 42 (Neosho Falls) has 159. Entry 51 (Webster) has a small community, but no number. Entry 2 (Iowa Point) has a small population near K-7, but no number. 

Then there's entry 103 (Bala) which is under Fort Riley expansion, but no pop count. Entry 125 (Treece) had 138 in 2010, but the question uses 2008 data. So maybe Brookville with 263 is the highest? Let me check others. 

Entry 31 (Newbury): "A small population and a huge Catholic church remain..." but no number. Entry 10 (Kennekuk) has no info. Entry 11 (America City) has a couple buildings and a cemetery, but no number. 

Another candidate could be entry 53 (Brookville) with 263. Are there any others with higher numbers? Looking again, entry 0 (White Cloud) has 227, entry 15 (Irving) 198, entry 42 (Neosho Falls) 159, entry 53 (Brookville) 263. What about entry 51 (Webster)? The current status says "small community still exists near the Webster Lake dam," but no number. 

Is there another entry with a higher population? Let me check entry 103 (Bala)—but it's under Fort Riley expansion. Maybe not applicable. How about entry 125 (Treece)? Its 2010 census population was 138, but the table lists it under 2008 data? Or maybe the 2008 estimate is lower. 

So according to the data provided, Brookville (entry 53) has the highest estimated population at 263 as of 2008.
</think>

Step 1: Identify columns relevant to population data. The "Current Status" column contains population estimates for some towns.  
Step 2: Filter entries with explicit population figures. These include towns like White Cloud (227), Irving (198), Neosho Falls (159), Brookville (263), etc.  
Step 3: Compare the population numbers to determine the highest value. Brookville (263) exceeds all others listed.  
Step 4: Verify if any other entries might qualify, such as those mentioning "small population" without numbers, but none surpass Brookville's stated 263.  

Therefore, the final answer is:

[Extracted Answer]: N/A

[Analyst Judgment]: [OK] Correct
[Analyst Feedback]
Sorry, I don't know the answer to that question.


==================================================
Round 2 (Path 4-6)
==================================================
Correct paths: [4, 5, 6]

--- Path 4 ---
[Reasoning]
<think>
Okay, let me try to figure out which town has the highest remaining population based on the provided table. 

First, I need to look through the "Current Status" column for any mentions of population numbers. The user asked for the town with the top remaining population today. So I should check each entry in the "Current Status" row to find any numerical values indicating current populations.

Looking at the entries, some rows mention populations like "2008 estimated population of 227" for White Cloud. Others have similar notes. Let me go through each relevant entry carefully.

Starting from the beginning:
- Row 0: White Cloud has 227 (2008 estimate).
- Row 1: Ray has most houses demolished, but the old Co-op remains. No specific pop mentioned here.
- Row 2: Iowa Point has a small population near K-7. Not a number.
- Row 3: Eagle Springs - ruins, no pop.
- Row 4: Geary City - only foundations. No pop.
- Row 5: Doniphan - still on maps but little remains. No number.
- Row 6: Four Houses - location unknown. 
- Row 7: Rising Sun - river access point, no pop.
- Row 8: Hickory Point - historical marker, no pop.
- Row 9: Arrington - small population along K-116. Not specified how many.
- Row 10: Kennekuk - no info.
- Row 11: America City - couple buildings and a cemetery. Maybe small, but no number.
- Row 12: Juniata - on private property, not accessible. No pop.
- Row 13: Pawnee - territorial capitol, preserved. No pop.
- Row 14: Randolph - 2008 est. pop 198.
- Row 15: Irving - abandoned for lake. No pop.
- Row 16: Alcove Springs - park, not a town. 
- Row 17: Trading Post - small population. No number.
- Row 18: Centropolis - small pop, churches open. Not quantified.
- Row 19: Minneola - nothing remains. 
- Row 20: Silkville - several buildings, maybe small pop.
- Row 21: Black Jack - battlefield site, no pop.
- Row 22: Franklin - two cemeteries, no pop.
- Row 23: Big Springs - small pop along US 40.
- Row 24: Calhoun - nothing remains.
- Row 25: Indianola - nothing.
- Row 26: Sumner City - paper town, no pop.
- Row 27: Uniontown - townsite in wildlife refuge. No number.
- Row 28: Peterton - small pop.
- Row 29: Bushong - 2008 est. pop 50.
- Row 30: Volland - several buildings abandoned.
- Row 31: Newbury - small pop and big church.
- Row 32: Army City - remains on Fort Riley. No pop.
- Row 33: Diamond Springs - few remains, monument.
- Row 34: Empire City - annexed to Galena. No pop.
- Row 35: Wilsonton - nothing except cemetery.
- Row 36: Ladore - mass lynch, no pop.
- Row 37: Octagon City - nothing.
- Row 38: Cofachiqui - demolished.
- Row 39: Mildred - 2008 est. pop 58.
- Row 40: Bassett - 2008 est. pop 21.
- Row 41: Belmont - on private property.
- Row 42: Neosho Falls - 2008 est. pop 159.
- Row 43: Guilford - few ruins.
- Row 44: Cave Springs - on private property.
- Row 45: Elgin - 2008 est. pop 71.
- Row 46: Midian - on private property.
- Row 47: Oil Hill - on private property.
- Row 48: Minersville - some houses and cemetery.
- Row 49: Waconda - under reservoir.
- Row 50: Dispatch - church, houses, cemetery.
- Row 51: Webster - small community near lake.
- Row 52: Long Island - 2008 est. pop 140.
- Row 53: Brookville - 2008 est. pop 263. This seems higher than others noted earlier.
- Continuing further, checking

[Extracted Answer]: N/A

[Analyst Judgment]: [OK] Correct
[Analyst Feedback]
Sorry, I don't know the answer to that question.


--- Path 5 ---
[Reasoning]
<think>
Okay, let me try to figure out which town in Kansas has the highest remaining population based on the provided table. 

First, I need to look through the "Current Status" column to find entries that mention populations. The user asked for the town with the top remaining population today. So I should scan each row for any numerical values related to population estimates.

Starting from the top, the first entry is White Cloud with a 2008 estimate of 227. Then Ray doesn't have a population mentioned. Iowa Point has a small population near K-7, but no numbers. Eagle Springs mentions ruins, no pop. Geary City only foundations. Doniphan is still on maps but little remains—no specific number. 

Looking further down, Doniphan County's Doniphan was established in 1854 and disestablished in 1943. The current status says "Still on maps but little remains," so maybe not a large population. 

Then, later entries like Brookville in Saline County have a 2008 population of 263. That seems higher than White Cloud's 227. Let me check if there are others. 

Next, there's Minneola with no remains, but earlier entries like Liberty? No, wait. Checking again: 

In row 11, America City has a couple buildings and a cemetery, but no population. Row 15, Randolph has 198. Row 19, Minneola had no remains. Row 20, Silkville has several buildings, but no number. 

Wait, looking at row 18, Centropolis has a small population. Row 21, Black Jack has a Santa Fe Trail site, but no population. Row 25, Indianola had nothing. 

Row 29, Bushong has a 2008 estimate of 50. Row 31, Newbury has a small population and a big church. Row 35, Wilsonton had nothing. 

Continuing down, row 53, Brookville has a 2008 population of 263. Then row 54, Sveadal is in McPherson, but no population. Row 59, Hunnewell has 75. Row 61, Freeport has 7. 

Further down, row 110, Willard has a 2000 population of 86. Row 111, Richland has a note about someone famous but no population. 

Wait, row 53: Brookville's 2008 population is 263. Is there another town with a higher number? Let me check again. 

What about row 15, Randolph: 2008 estimate of 198. Row 19, Minneola had nothing. Row 31, Newbury has a small population. Row 53, Brookville is 263. Are there any others? 

Looking towards the end, row 202, Sunflower Village/Clearview City has old residences but no population. Row 205, Hyatt has none. 

Another possible candidate could be row 18, Centropolis with a small population, but no exact number. 

So the highest population mentioned is Brookville with 263. However, I need to confirm there isn't another entry with a higher number. 

Checking rows again: row 53, Brookville - 263; row 15, Randolph - 198; row 19, Minneola - nothing; row 29, Bushong - 50; row 59, Hunnewell -75; row 110, Willard - 86. 

Yes, Brookville appears to have the highest population estimate at 263 as of 2008. Therefore, the answer should be Brookville.
</think>

Step 1: Identify columns relevant to population data. The "Current Status" column contains population estimates for some towns.  
